order_id,order_date,customer_id,customer_name,gender,age,loyalty_tier,customer_city,customer_state,store_id,channel,payment_method,product_id,product_name,category,sub_category,brand,unit_price,quantity,discount_pct,discount_amount,tax_amount,total_amount,cost,profit,order_status,rating
ORD-1027991,2024-12-02,C104606,Ethan Ahmed,Male,50,Silver,Philadelphia,PA,ONLINE,Online,Digital Wallet,P1116,Apex Deluxe Beverage,Grocery,Beverages,Apex,3.03,2,0.13,0.79,0.26,5.53,4.34,0.93,Completed,5.0
ORD-1027991,2024-12-02,C104606,Ethan Ahmed,Male,50,Silver,Philadelphia,PA,ONLINE,Online,Digital Wallet,P1208,Harbor Lite Action Figure,Toys & Games,Action Figures,Harbor,9.68,3,0.33,9.58,0.97,20.43,16.62,2.84,Completed,
ORD-1027991,2024-12-02,C104606,Ethan Ahmed,Male,50,Silver,Philadelphia,PA,ONLINE,Online,Digital Wallet,P1246,Orbit Lite Office Pack,Books & Stationery,Office Supplies,Orbit,15.66,3,0.03,1.41,3.19,48.76,27.91,17.66,Completed,
ORD-1027991,2024-12-02,C104606,Ethan Ahmed,Male,50,Silver,Philadelphia,PA,ONLINE,Online,Digital Wallet,P1233,Pinnacle Deluxe Non-Fiction Book,Books & Stationery,Non-Fiction,Pinnacle,19.26,1,0.13,2.5,1.34,18.1,11.19,5.57,Completed,
ORD-1027992,2024-12-02,C108524,Ava Smith,Female,70,None,Boston,MA,S021,In-Store,Credit Card,P1115,Cobalt Pro Beverage,Grocery,Beverages,Cobalt,1.39,8,0.05,0.56,0.84,11.4,8.07,2.49,Completed,4.0
ORD-1027992,2024-12-02,C108524,Ava Smith,Female,70,None,Boston,MA,S021,In-Store,Credit Card,P1143,Apex Essential Pantry Staple,Grocery,Pantry,Apex,1.13,5,0.0,0.0,0.45,6.1,4.27,1.38,Completed,
ORD-1027993,2024-12-02,C106140,Wei Lopez,Male,44,Silver,Miami,FL,ONLINE,Online,Gift Card,P1144,Atlas Pro Pantry Staple,Grocery,Pantry,Atlas,4.83,7,0.18,6.09,2.29,30.01,18.35,9.37,Returned,
ORD-1027994,2024-12-02,C106121,Hassan Ahmed,Male,45,Silver,Denver,CO,S001,In-Store,Gift Card,P1224,Nova Smart Fiction Book,Books & Stationery,Fiction,Nova,5.41,2,0.13,1.41,0.66,10.07,6.44,2.97,Completed,
ORD-1027994,2024-12-02,C106121,Hassan Ahmed,Male,45,Silver,Denver,CO,S001,In-Store,Gift Card,P1196,Apex Smart Sports Kit,Sports & Outdoors,Team Sports,Apex,44.25,2,0.03,2.66,6.87,92.71,68.18,17.66,Completed,4.0
ORD-1027995,2024-12-02,C103704,Oliver Kim,Male,42,Silver,Chicago,IL,S006,In-Store,Cash,P1200,Aurora Deluxe Board Game,Toys & Games,Board Games,Aurora,15.8,2,0.33,10.43,1.06,22.23,16.59,4.58,Completed,4.0
ORD-1027995,2024-12-02,C103704,Oliver Kim,Male,42,Silver,Chicago,IL,S006,In-Store,Cash,P1159,Willow Deluxe Makeup Set,Beauty & Health,Makeup,Willow,12.64,3,0.03,1.14,2.94,39.72,26.1,10.68,Completed,
ORD-1027996,2024-12-02,C107791,Carlos Reed,Male,68,Gold,Phoenix,AZ,ONLINE,Online,Cash,P1215,Nova Lite Puzzle,Toys & Games,Puzzles,Nova,35.24,1,0.2,7.05,1.41,29.6,24.13,4.06,Completed,4.0
ORD-1027997,2024-12-02,C106201,James Miller,Male,41,Silver,Philadelphia,PA,S020,In-Store,Debit Card,P1132,Summit Pro Bakery Item,Grocery,Bakery,Summit,8.53,3,0.08,2.05,1.65,25.19,19.1,4.44,Completed,
ORD-1027997,2024-12-02,C106201,James Miller,Male,41,Silver,Philadelphia,PA,S020,In-Store,Debit Card,P1135,Orbit Pro Frozen Meal,Grocery,Frozen Foods,Orbit,3.3,8,0.03,0.79,1.28,26.89,17.06,8.55,Completed,
ORD-1027997,2024-12-02,C106201,James Miller,Male,41,Silver,Philadelphia,PA,S020,In-Store,Debit Card,P1186,Aurora Essential Camping Gear,Sports & Outdoors,Camping,Aurora,56.32,3,0.23,38.86,9.11,139.21,129.88,0.22,Completed,
ORD-1027997,2024-12-02,C106201,James Miller,Male,41,Silver,Philadelphia,PA,S020,In-Store,Debit Card,P1201,Aurora Pro Board Game,Toys & Games,Board Games,Aurora,37.86,2,0.23,17.42,4.66,62.96,46.65,11.65,Completed,
ORD-1027998,2024-12-02,C109739,Sofia Lopez,Female,46,None,Boston,MA,ONLINE,Mobile App,Debit Card,P1206,Ember Max Action Figure,Toys & Games,Action Figures,Ember,8.43,2,0.1,1.69,1.25,16.42,9.52,5.65,Completed,
ORD-1027999,2024-12-02,C102943,Ahmed Reed,Male,21,Silver,Denver,CO,ONLINE,Mobile App,Digital Wallet,P1014,Pinnacle Classic Headphones,Electronics,Headphones,Pinnacle,72.98,2,0.08,11.68,10.74,145.02,86.7,47.58,Completed,3.0
ORD-1027999,2024-12-02,C102943,Ahmed Reed,Male,21,Silver,Denver,CO,ONLINE,Mobile App,Digital Wallet,P1227,Willow Pro Fiction Book,Books & Stationery,Fiction,Willow,5.76,2,0.33,3.8,0.39,8.11,8.66,-0.94,Completed,5.0
ORD-1028000,2024-12-02,C103801,Lucas Wang,Male,22,None,Minneapolis,MN,S012,In-Store,Credit Card,P1130,Orbit Max Bakery Item,Grocery,Bakery,Orbit,2.5,5,0.0,0.0,1.03,13.53,9.72,2.78,Completed,5.0
ORD-1028000,2024-12-02,C103801,Lucas Wang,Male,22,None,Minneapolis,MN,S012,In-Store,Credit Card,P1006,Zenith Deluxe Smartphone,Electronics,Smartphones,Zenith,386.18,1,0.1,38.62,24.33,371.89,241.67,105.89,Completed,
ORD-1028000,2024-12-02,C103801,Lucas Wang,Male,22,None,Minneapolis,MN,S012,In-Store,Credit Card,P1212,Kite Max Puzzle,Toys & Games,Puzzles,Kite,19.21,2,0.1,3.84,2.42,37.0,26.13,8.45,Completed,
ORD-1028000,2024-12-02,C103801,Lucas Wang,Male,22,None,Minneapolis,MN,S012,In-Store,Credit Card,P1111,Aurora Smart Snack Pack,Grocery,Snacks,Aurora,2.96,5,0.0,0.0,1.22,16.02,11.66,3.14,Completed,4.0
ORD-1028001,2024-12-02,C107390,Ethan Martinez,Male,57,None,San Antonio,TX,S039,In-Store,Debit Card,P1131,Atlas Pro Bakery Item,Grocery,Bakery,Atlas,3.34,2,0.3,2.0,0.33,5.01,4.1,0.58,Completed,
ORD-1028001,2024-12-02,C107390,Ethan Martinez,Male,57,None,San Antonio,TX,S039,In-Store,Debit Card,P1109,Summit Deluxe Snack Pack,Grocery,Snacks,Summit,1.37,4,0.0,0.0,0.45,5.93,3.22,2.26,Completed,5.0
ORD-1028001,2024-12-02,C107390,Ethan Martinez,Male,57,None,San Antonio,TX,S039,In-Store,Debit Card,P1194,Vertex Max Sports Kit,Sports & Outdoors,Team Sports,Vertex,11.82,2,0.0,0.0,1.65,25.29,18.85,4.79,Completed,4.0
ORD-1028001,2024-12-02,C107390,Ethan Martinez,Male,57,None,San Antonio,TX,S039,In-Store,Debit Card,P1120,Vertex Max Beverage,Grocery,Beverages,Vertex,1.34,6,0.2,1.61,0.51,6.94,4.84,1.59,Completed,
ORD-1028002,2024-12-02,C101228,Mei Ivanov,Female,43,Gold,Houston,TX,ONLINE,Mobile App,Credit Card,P1228,Summit Premium Fiction Book,Books & Stationery,Fiction,Summit,24.72,2,0.25,12.36,2.6,39.68,26.48,10.6,Completed,
ORD-1028003,2024-12-02,C111647,Chloe Bailey,Female,28,None,Boston,MA,ONLINE,Online,Gift Card,P1225,Orbit Max Fiction Book,Books & Stationery,Fiction,Orbit,5.13,2,0.05,0.51,0.8,10.55,7.96,1.79,Completed,
ORD-1028004,2024-12-02,C109372,Fatima Martinez,Female,45,None,Chicago,IL,ONLINE,Online,Digital Wallet,P1219,Aurora Smart Video Game,Toys & Games,Video Games,Aurora,49.42,2,0.2,19.77,5.53,84.6,47.87,31.2,Completed,
ORD-1028005,2024-12-02,C105751,Grace Chen,Female,26,None,Dallas,TX,ONLINE,Mobile App,Digital Wallet,P1064,Ember Pro Shoes,Clothing,Shoes,Ember,38.99,1,0.0,0.0,2.73,41.72,19.9,19.09,Completed,4.0
ORD-1028006,2024-12-02,C107273,Yuki Brown,Other,58,None,San Antonio,TX,ONLINE,Mobile App,Credit Card,P1194,Vertex Max Sports Kit,Sports & Outdoors,Team Sports,Vertex,12.37,2,0.15,3.71,1.47,22.5,12.85,8.18,Completed,
ORD-1028007,2024-12-02,C106416,Mia Hughes,Female,27,Silver,San Diego,CA,ONLINE,Mobile App,Credit Card,P1162,Pinnacle Smart Makeup Set,Beauty & Health,Makeup,Pinnacle,47.84,4,0.23,44.01,7.37,154.72,128.22,19.13,Completed,4.0
ORD-1028007,2024-12-02,C106416,Mia Hughes,Female,27,Silver,San Diego,CA,ONLINE,Mobile App,Credit Card,P1205,Zenith Smart Action Figure,Toys & Games,Action Figures,Zenith,25.42,1,0.13,3.3,1.55,23.67,12.15,9.97,Completed,
ORD-1028007,2024-12-02,C106416,Mia Hughes,Female,27,Silver,San Diego,CA,ONLINE,Mobile App,Credit Card,P1089,Zenith Max Bedding Set,Home & Kitchen,Bedding,Zenith,144.6,3,0.33,143.15,14.53,305.18,285.4,5.25,Completed,
ORD-1028008,2024-12-02,C105893,Grace Wang,Other,47,None,Denver,CO,ONLINE,Online,Gift Card,P1116,Apex Deluxe Beverage,Grocery,Beverages,Apex,2.98,5,0.0,0.0,1.04,15.94,7.14,7.76,Completed,
ORD-1028009,2024-12-02,C106357,Zara Martinez,Female,45,Silver,Chicago,IL,ONLINE,Mobile App,Credit Card,P1226,Terra Pro Fiction Book,Books & Stationery,Fiction,Terra,16.2,2,0.08,2.59,2.46,32.27,15.02,14.79,Completed,
ORD-1028010,2024-12-02,C102911,Hannah Patel,Female,52,None,Miami,FL,S010,In-Store,Cash,P1240,Harbor Ultra Notebook,Books & Stationery,Notebooks,Harbor,5.15,2,0.0,0.0,0.72,11.02,4.98,5.32,Completed,
ORD-1028011,2024-12-02,C103463,James Foster,Male,23,Silver,Atlanta,GA,ONLINE,Mobile App,Debit Card,P1030,Pinnacle Smart Smart Watch,Electronics,Smart Watches,Pinnacle,62.12,2,0.03,3.73,9.94,130.45,95.47,25.04,Completed,
ORD-1028012,2024-12-02,C101733,James Patel,Male,28,Gold,Minneapolis,MN,ONLINE,Mobile App,Debit Card,P1169,Aurora Deluxe Fragrance,Beauty & Health,Fragrance,Aurora,18.22,2,0.05,1.82,2.77,37.39,26.37,8.25,Completed,
ORD-1028013,2024-12-02,C107478,Noah Hughes,Male,25,None,Phoenix,AZ,S040,In-Store,Credit Card,P1141,Orbit Ultra Pantry Staple,Grocery,Pantry,Orbit,1.96,6,0.2,2.35,0.47,9.88,7.28,2.13,Completed,
ORD-1028013,2024-12-02,C107478,Noah Hughes,Male,25,None,Phoenix,AZ,S040,In-Store,Credit Card,P1077,Lumina Pro Cookware Set,Home & Kitchen,Cookware,Lumina,65.67,4,0.05,13.13,20.59,270.14,178.58,70.97,Completed,5.0
ORD-1028014,2024-12-02,C108371,Mason Hughes,Male,18,None,Denver,CO,S024,In-Store,Digital Wallet,P1140,Pinnacle Pro Pantry Staple,Grocery,Pantry,Pinnacle,1.11,2,0.2,0.44,0.15,1.93,1.12,0.66,Completed,5.0
ORD-1028014,2024-12-02,C108371,Mason Hughes,Male,18,None,Denver,CO,S024,In-Store,Digital Wallet,P1246,Orbit Lite Office Pack,Books & Stationery,Office Supplies,Orbit,16.36,2,0.0,0.0,2.62,35.34,22.22,10.5,Returned,
ORD-1028015,2024-12-02,C102417,Zara Garcia,Female,22,None,Los Angeles,CA,ONLINE,Online,Digital Wallet,P1236,Kite Pro Notebook,Books & Stationery,Notebooks,Kite,2.54,2,0.2,1.02,0.2,4.26,3.62,0.44,Completed,
ORD-1028015,2024-12-02,C102417,Zara Garcia,Female,22,None,Los Angeles,CA,ONLINE,Online,Digital Wallet,P1130,Orbit Max Bakery Item,Grocery,Bakery,Orbit,2.54,3,0.0,0.0,0.63,8.25,3.8,3.82,Returned,
ORD-1028016,2024-12-02,C106756,Mei Ivanov,Female,20,None,Los Angeles,CA,S002,In-Store,Credit Card,P1236,Kite Pro Notebook,Books & Stationery,Notebooks,Kite,2.63,3,0.15,1.18,0.47,7.18,4.94,1.77,Completed,5.0
ORD-1028017,2024-12-02,C106923,Wei Williams,Male,30,Platinum,Seattle,WA,S022,In-Store,Digital Wallet,P1088,Vertex Premium Bedding Set,Home & Kitchen,Bedding,Vertex,20.64,2,0.18,7.43,1.69,35.54,25.86,7.99,Completed,
ORD-1028017,2024-12-02,C106923,Wei Williams,Male,30,Platinum,Seattle,WA,S022,In-Store,Digital Wallet,P1230,Pinnacle Pro Non-Fiction Book,Books & Stationery,Non-Fiction,Pinnacle,17.24,2,0.18,6.21,2.26,30.53,24.48,3.79,Completed,
ORD-1028018,2024-12-02,C101187,Grace Garcia,Female,47,None,Phoenix,AZ,ONLINE,Online,Credit Card,P1108,Harbor Pro Storage Box,Home & Kitchen,Storage,Harbor,37.0,2,0.15,11.1,5.19,68.09,43.17,19.73,Returned,4.0
ORD-1028018,2024-12-02,C101187,Grace Garcia,Female,47,None,Phoenix,AZ,ONLINE,Online,Credit Card,P1157,Cobalt Essential Makeup Set,Beauty & Health,Makeup,Cobalt,14.61,2,0.15,4.38,1.24,26.08,21.48,3.36,Completed,
ORD-1028018,2024-12-02,C101187,Grace Garcia,Female,47,None,Phoenix,AZ,ONLINE,Online,Credit Card,P1070,Vertex Premium Activewear Set,Clothing,Activewear,Vertex,17.18,1,0.3,5.15,0.99,13.02,8.03,4.0,Completed,
ORD-1028018,2024-12-02,C101187,Grace Garcia,Female,47,None,Phoenix,AZ,ONLINE,Online,Credit Card,P1142,Kite Premium Pantry Staple,Grocery,Pantry,Kite,5.38,4,0.1,2.15,1.36,20.73,10.42,8.95,Completed,
ORD-1028019,2024-12-02,C111045,Chloe Johnson,Female,40,Platinum,Houston,TX,S035,In-Store,Debit Card,P1109,Summit Deluxe Snack Pack,Grocery,Snacks,Summit,1.29,4,0.28,1.44,0.31,4.03,3.57,0.15,Completed,5.0
ORD-1028019,2024-12-02,C111045,Chloe Johnson,Female,40,Platinum,Houston,TX,S035,In-Store,Debit Card,P1194,Vertex Max Sports Kit,Sports & Outdoors,Team Sports,Vertex,12.68,3,0.38,14.46,1.89,25.47,19.29,4.29,Completed,4.0
ORD-1028019,2024-12-02,C111045,Chloe Johnson,Female,40,Platinum,Houston,TX,S035,In-Store,Debit Card,P1068,Zenith Deluxe Activewear Set,Clothing,Activewear,Zenith,15.13,1,0.08,1.21,0.97,14.89,10.26,3.66,Completed,
ORD-1028020,2024-12-02,C108644,Ali Cooper,Male,38,Platinum,Minneapolis,MN,S033,In-Store,Digital Wallet,P1130,Orbit Max Bakery Item,Grocery,Bakery,Orbit,2.63,2,0.38,2.0,0.23,3.49,2.65,0.61,Completed,
ORD-1028020,2024-12-02,C108644,Ali Cooper,Male,38,Platinum,Minneapolis,MN,S033,In-Store,Digital Wallet,P1074,Harbor Premium Cookware Set,Home & Kitchen,Cookware,Harbor,58.97,2,0.08,9.44,5.43,113.93,74.03,34.47,Completed,4.0
ORD-1028021,2024-12-02,C103438,Raj Brown,Male,55,Silver,Los Angeles,CA,ONLINE,Online,Digital Wallet,P1074,Harbor Premium Cookware Set,Home & Kitchen,Cookware,Harbor,58.33,2,0.33,38.5,3.91,82.07,71.73,6.43,Completed,
ORD-1028021,2024-12-02,C103438,Raj Brown,Male,55,Silver,Los Angeles,CA,ONLINE,Online,Digital Wallet,P1037,Harbor Classic T-Shirt,Clothing,T-Shirts,Harbor,12.83,3,0.03,1.15,1.87,39.21,21.71,15.63,Completed,
ORD-1028021,2024-12-02,C103438,Raj Brown,Male,55,Silver,Los Angeles,CA,ONLINE,Online,Digital Wallet,P1106,Terra Pro Storage Box,Home & Kitchen,Storage,Terra,27.38,2,0.18,9.86,3.59,48.49,34.28,10.62,Completed,2.0
ORD-1028022,2024-12-02,C111596,Noah Davis,Male,61,None,Portland,OR,ONLINE,Online,Credit Card,P1234,Pinnacle Eco Non-Fiction Book,Books & Stationery,Non-Fiction,Pinnacle,8.54,4,0.0,0.0,2.73,36.89,18.72,15.44,Completed,
ORD-1028023,2024-12-02,C102770,Ethan Cooper,Male,18,None,Atlanta,GA,ONLINE,Mobile App,Debit Card,P1088,Vertex Premium Bedding Set,Home & Kitchen,Bedding,Vertex,19.93,2,0.0,0.0,2.79,42.65,19.19,20.67,Completed,
ORD-1028023,2024-12-02,C102770,Ethan Cooper,Male,18,None,Atlanta,GA,ONLINE,Mobile App,Debit Card,P1127,Kite Lite Bakery Item,Grocery,Bakery,Kite,2.9,3,0.0,0.0,0.44,9.14,5.3,3.4,Completed,5.0
ORD-1028023,2024-12-02,C102770,Ethan Cooper,Male,18,None,Atlanta,GA,ONLINE,Mobile App,Debit Card,P1116,Apex Deluxe Beverage,Grocery,Beverages,Apex,3.1,8,0.0,0.0,1.74,26.54,14.68,10.12,Completed,
ORD-1028023,2024-12-02,C102770,Ethan Cooper,Male,18,None,Atlanta,GA,ONLINE,Mobile App,Debit Card,P1244,Lumina Eco Office Pack,Books & Stationery,Office Supplies,Lumina,11.95,1,0.0,0.0,0.99,12.94,6.07,5.88,Completed,4.0
ORD-1028023,2024-12-02,C102770,Ethan Cooper,Male,18,None,Atlanta,GA,ONLINE,Mobile App,Debit Card,P1209,Apex Deluxe Action Figure,Toys & Games,Action Figures,Apex,10.78,1,0.0,0.0,0.54,11.32,7.19,3.59,Completed,
ORD-1028024,2024-12-02,C100226,Ethan Tanaka,Male,45,None,Los Angeles,CA,S037,In-Store,Debit Card,P1216,Harbor Max Puzzle,Toys & Games,Puzzles,Harbor,21.2,2,0.15,6.36,1.8,37.84,33.0,3.04,Completed,5.0
ORD-1028024,2024-12-02,C100226,Ethan Tanaka,Male,45,None,Los Angeles,CA,S037,In-Store,Debit Card,P1088,Vertex Premium Bedding Set,Home & Kitchen,Bedding,Vertex,20.22,2,0.1,4.04,1.82,38.22,21.23,15.17,Completed,
ORD-1028024,2024-12-02,C100226,Ethan Tanaka,Male,45,None,Los Angeles,CA,S037,In-Store,Debit Card,P1126,Aurora Ultra Dairy Pack,Grocery,Dairy,Aurora,4.55,5,0.2,4.55,0.91,19.11,12.83,5.37,Completed,5.0
ORD-1028025,2024-12-02,C110793,Ahmed Foster,Male,41,Silver,Chicago,IL,ONLINE,Online,Cash,P1149,Ember Smart Skincare Kit,Beauty & Health,Skincare,Ember,53.19,2,0.33,35.11,5.7,76.97,51.61,19.66,Completed,
ORD-1028025,2024-12-02,C110793,Ahmed Foster,Male,41,Silver,Chicago,IL,ONLINE,Online,Cash,P1115,Cobalt Pro Beverage,Grocery,Beverages,Cobalt,1.33,4,0.03,0.16,0.41,5.57,3.15,2.01,Completed,4.0
ORD-1028026,2024-12-02,C111545,Ahmed Hughes,Male,46,Silver,Seattle,WA,ONLINE,Online,Debit Card,P1143,Apex Essential Pantry Staple,Grocery,Pantry,Apex,1.19,3,0.03,0.11,0.29,3.75,1.94,1.52,Completed,3.0
ORD-1028026,2024-12-02,C111545,Ahmed Hughes,Male,46,Silver,Seattle,WA,ONLINE,Online,Debit Card,P1171,Terra Eco Fragrance,Beauty & Health,Fragrance,Terra,94.55,4,0.03,11.35,25.68,392.53,226.13,140.72,Completed,5.0
ORD-1028026,2024-12-02,C111545,Ahmed Hughes,Male,46,Silver,Seattle,WA,ONLINE,Online,Debit Card,P1235,Atlas Premium Notebook,Books & Stationery,Notebooks,Atlas,4.79,2,0.03,0.29,0.77,10.06,5.07,4.22,Completed,
ORD-1028027,2024-12-02,C100316,Daniel Singh,Male,18,Silver,Chicago,IL,ONLINE,Online,Cash,P1167,Kite Smart Vitamin Pack,Beauty & Health,Vitamins,Kite,9.4,1,0.08,0.75,0.43,9.08,6.92,1.73,Completed,
ORD-1028028,2024-12-02,C104489,Kenji Johnson,Male,38,None,Phoenix,AZ,ONLINE,Mobile App,Cash,P1042,Lumina Classic T-Shirt,Clothing,T-Shirts,Lumina,12.05,4,0.0,0.0,2.41,50.61,33.11,15.09,Completed,
ORD-1028029,2024-12-02,C106617,Layla Singh,Female,37,None,Chicago,IL,ONLINE,Mobile App,Debit Card,P1211,Zenith Classic Puzzle,Toys & Games,Puzzles,Zenith,6.11,4,0.0,0.0,2.02,26.46,15.72,8.72,Completed,5.0
ORD-1028029,2024-12-02,C106617,Layla Singh,Female,37,None,Chicago,IL,ONLINE,Mobile App,Debit Card,P1174,Apex Classic Fragrance,Beauty & Health,Fragrance,Apex,56.47,1,0.15,8.47,2.4,50.4,29.16,18.84,Completed,4.0
ORD-1028030,2024-12-02,C103466,Mateo Patel,Male,23,None,Chicago,IL,ONLINE,Online,Credit Card,P1050,Lumina Deluxe Jacket,Clothing,Jackets,Lumina,221.59,2,0.0,0.0,31.02,474.2,238.12,205.06,Completed,3.0
ORD-1028030,2024-12-02,C103466,Mateo Patel,Male,23,None,Chicago,IL,ONLINE,Online,Credit Card,P1113,Pinnacle Classic Snack Pack,Grocery,Snacks,Pinnacle,7.57,4,0.0,0.0,1.51,31.79,18.48,11.8,Completed,
ORD-1028031,2024-12-02,C103024,Mei Kim,Female,43,None,Los Angeles,CA,S023,In-Store,Debit Card,P1047,Orbit Essential Jeans,Clothing,Jeans,Orbit,44.8,4,0.3,53.76,10.35,135.79,85.74,39.7,Completed,3.0
ORD-1028031,2024-12-02,C103024,Mei Kim,Female,43,None,Los Angeles,CA,S023,In-Store,Debit Card,P1124,Atlas Premium Dairy Pack,Grocery,Dairy,Atlas,3.94,4,0.0,0.0,0.79,16.55,11.02,4.74,Completed,
ORD-1028031,2024-12-02,C103024,Mei Kim,Female,43,None,Los Angeles,CA,S023,In-Store,Debit Card,P1097,Atlas Pro Decor Item,Home & Kitchen,Decor,Atlas,84.27,1,0.3,25.28,2.95,61.94,59.58,-0.59,Completed,
ORD-1028031,2024-12-02,C103024,Mei Kim,Female,43,None,Los Angeles,CA,S023,In-Store,Debit Card,P1172,Kite Lite Fragrance,Beauty & Health,Fragrance,Kite,88.84,1,0.0,0.0,6.22,95.06,62.54,26.3,Completed,
ORD-1028032,2024-12-02,C102096,Ava Martinez,Female,39,None,Seattle,WA,ONLINE,Online,Debit Card,P1078,Nova Ultra Cookware Set,Home & Kitchen,Cookware,Nova,84.42,2,0.0,0.0,11.82,180.66,114.95,53.89,Completed,
ORD-1028032,2024-12-02,C102096,Ava Martinez,Female,39,None,Seattle,WA,ONLINE,Online,Debit Card,P1218,Cobalt Eco Video Game,Toys & Games,Video Games,Cobalt,23.28,2,0.0,0.0,3.84,50.4,28.77,17.79,Completed,5.0
ORD-1028033,2024-12-02,C111995,James Reed,Male,39,None,San Diego,CA,ONLINE,Mobile App,Debit Card,P1228,Summit Premium Fiction Book,Books & Stationery,Fiction,Summit,23.3,1,0.0,0.0,1.16,24.46,17.38,5.92,Completed,5.0
ORD-1028034,2024-12-02,C101788,Amelia Garcia,Female,26,None,Los Angeles,CA,S022,In-Store,Debit Card,P1030,Pinnacle Smart Smart Watch,Electronics,Smart Watches,Pinnacle,65.56,1,0.2,13.11,3.67,56.12,50.27,2.18,Completed,
ORD-1028034,2024-12-02,C101788,Amelia Garcia,Female,26,None,Los Angeles,CA,S022,In-Store,Debit Card,P1071,Pinnacle Deluxe Activewear Set,Clothing,Activewear,Pinnacle,37.39,2,0.0,0.0,5.98,80.76,36.95,37.83,Completed,
ORD-1028035,2024-12-02,C107511,Ava Miller,Female,60,Gold,Seattle,WA,S005,In-Store,Cash,P1041,Terra Max T-Shirt,Clothing,T-Shirts,Terra,16.69,3,0.05,2.5,3.81,51.38,33.07,14.5,Completed,
ORD-1028036,2024-12-02,C109016,Liam Miller,Male,44,None,New York,NY,ONLINE,Online,Digital Wallet,P1120,Vertex Max Beverage,Grocery,Beverages,Vertex,1.33,8,0.1,1.06,0.79,10.37,5.91,3.67,Completed,
ORD-1028036,2024-12-02,C109016,Liam Miller,Male,44,None,New York,NY,ONLINE,Online,Digital Wallet,P1226,Terra Pro Fiction Book,Books & Stationery,Fiction,Terra,16.41,3,0.0,0.0,2.46,51.69,23.25,25.98,Completed,5.0
ORD-1028036,2024-12-02,C109016,Liam Miller,Male,44,None,New York,NY,ONLINE,Online,Digital Wallet,P1134,Aurora Classic Frozen Meal,Grocery,Frozen Foods,Aurora,3.8,3,0.0,0.0,0.8,12.2,7.39,4.01,Completed,4.0
ORD-1028037,2024-12-02,C111909,Amelia Kim,Female,45,Silver,Minneapolis,MN,S002,In-Store,Credit Card,P1238,Willow Smart Notebook,Books & Stationery,Notebooks,Willow,5.01,4,0.03,0.6,1.6,21.04,11.95,7.49,Completed,
ORD-1028037,2024-12-02,C111909,Amelia Kim,Female,45,Silver,Minneapolis,MN,S002,In-Store,Credit Card,P1073,Kite Essential Cookware Set,Home & Kitchen,Cookware,Kite,28.63,3,0.33,28.34,2.88,60.43,62.95,-5.4,Completed,
ORD-1028038,2024-12-02,C111501,Kenji Brown,Male,32,None,Denver,CO,ONLINE,Online,Credit Card,P1122,Willow Smart Dairy Pack,Grocery,Dairy,Willow,5.21,5,0.0,0.0,1.82,27.87,20.58,5.47,Completed,
ORD-1028039,2024-12-02,C101632,Ali Singh,Male,42,None,Denver,CO,S031,In-Store,Digital Wallet,P1140,Pinnacle Pro Pantry Staple,Grocery,Pantry,Pinnacle,1.11,8,0.05,0.44,0.68,9.12,5.42,3.02,Completed,
ORD-1028040,2024-12-02,C108974,Lucas Reed,Male,23,Silver,Philadelphia,PA,ONLINE,Mobile App,Credit Card,P1110,Kite Essential Snack Pack,Grocery,Snacks,Kite,2.32,8,0.23,4.27,1.14,15.43,8.44,5.85,Completed,4.0
ORD-1028040,2024-12-02,C108974,Lucas Reed,Male,23,Silver,Philadelphia,PA,ONLINE,Mobile App,Credit Card,P1125,Kite Max Dairy Pack,Grocery,Dairy,Kite,6.29,8,0.18,9.06,2.06,43.32,33.72,7.54,Completed,3.0
ORD-1028041,2024-12-03,C109382,Elena Brown,Female,34,None,Phoenix,AZ,S030,In-Store,Credit Card,P1217,Pinnacle Ultra Video Game,Toys & Games,Video Games,Pinnacle,20.21,2,0.1,4.04,2.55,38.93,19.49,16.89,Completed,
ORD-1028041,2024-12-03,C109382,Elena Brown,Female,34,None,Phoenix,AZ,S030,In-Store,Credit Card,P1223,Cobalt Smart Fiction Book,Books & Stationery,Fiction,Cobalt,24.95,1,0.0,0.0,2.06,27.01,13.65,11.3,Completed,
ORD-1028041,2024-12-03,C109382,Elena Brown,Female,34,None,Phoenix,AZ,S030,In-Store,Credit Card,P1130,Orbit Max Bakery Item,Grocery,Bakery,Orbit,2.53,6,0.15,2.28,1.03,13.93,7.54,5.36,Completed,
ORD-1028041,2024-12-03,C109382,Elena Brown,Female,34,None,Phoenix,AZ,S030,In-Store,Credit Card,P1217,Pinnacle Ultra Video Game,Toys & Games,Video Games,Pinnacle,20.14,3,0.0,0.0,4.23,64.65,28.72,31.7,Completed,
ORD-1028042,2024-12-03,C104784,Isabella Chen,Female,45,None,San Diego,CA,ONLINE,Online,Debit Card,P1015,Cobalt Smart Headphones,Electronics,Headphones,Cobalt,31.08,1,0.0,0.0,2.18,33.26,20.82,10.26,Completed,
ORD-1028043,2024-12-03,C105211,Ananya Brown,Female,47,Silver,Los Angeles,CA,S030,In-Store,Cash,P1199,Lumina Premium Board Game,Toys & Games,Board Games,Lumina,22.14,2,0.33,14.61,1.48,31.15,23.66,6.01,Returned,2.0
